id,source,record_type,degree_injury_cd,degree_injury,date,year,mine_id,coal_metal,subunit,classification,accident_type,activity,injury_source,nature_injury,body_part,days_lost,no_injuries,mining_equipment,is_oilgas,oilgas_score,oilgas_terms,actual_injury,actual_fatality,narrative,narrative_words,text,is_duplicate,duplicate_of,dup_kind,duplicate_ids,split_hint
msha_006064,msha,no_injury_event,00,ACCIDENT ONLY,2023-02-16,2023,0102343,M,MILL OPERATION/PREPARATION PLANT,FIRE,"Accident type, without injuries",NO VALUE FOUND,NO VALUE FOUND,NO VALUE FOUND,NO VALUE FOUND,,0,"Elevator, Skip, Cage, Buckets, Mancage, Slope car ",False,0,[],False,False,"An electrical disturbance caused a partial power outage, which caused ID fans to stop and allowed hot gasses from the precalciner tower to contact solid alternative fuels within the bucket elevator.",31,"An electrical disturbance caused a partial power outage, which caused ID fans to stop and allowed hot gasses from the precalciner tower to contact solid alternative fuels within the bucket elevator.",False,,,,train_candidate
msha_006068,msha,permanent_impairment,02,PERM TOT OR PERM PRTL DISABLTY,2025-05-07,2025,0503672,C,UNDERGROUND,HANDLING OF MATERIALS,"Caught in, under or between a moving and a stationary object",Machine maintenance,"METAL,NEC(PIPE,WIRE,NAIL)",AMPUTATION OR ENUCLEATION,FINGER(S)/THUMB,1,1,NO VALUE FOUND,False,0,[],True,False,Ee was changing shock on belt scraper when scraper arm flipped up and contacted left index finger. Finger was amputated in surgery at 2nd knuckle.,25,Ee was changing shock on belt scraper when scraper arm flipped up and contacted left index finger. Finger was amputated in surgery at 2nd knuckle.,False,,,,train_candidate
msha_006076,msha,no_injury_event,00,ACCIDENT ONLY,2021-04-05,2021,1100786,M,MILL OPERATION/PREPARATION PLANT,FIRE,"Accident type, without injuries",NO VALUE FOUND,NO VALUE FOUND,NO VALUE FOUND,NO VALUE FOUND,,0,"Conveyor, Belt feeder, Stage loader, Hopper shaker, Belt structure",False,0,[],False,False,The control room received a stall alert on conveyor belt #60. The control room supervisor inspected the cause and observed that there was a fire in the tube that leads from the transfer tower to the clinker dome. Fire Department was contacted immediately.,43,The control room received a stall alert on conveyor belt #60. The control room supervisor inspected the cause and observed that there was a fire in the tube that leads from the transfer tower to the clinker dome. Fire Department was contacted immediately.,False,,,,train_candidate
msha_006081,msha,no_injury_event,00,ACCIDENT ONLY,2020-03-11,2020,1103143,C,MILL OPERATION/PREPARATION PLANT,FIRE,"Accident type, without injuries",NO VALUE FOUND,NO VALUE FOUND,NO VALUE FOUND,NO VALUE FOUND,,0,NO VALUE FOUND,False,0,[],False,False,Smoke was observed coming from the north side of raw coal pile located near the Prairie Eagle East Portal. Actions were taken to treat and remove the affected material.,29,Smoke was observed coming from the north side of raw coal pile located near the Prairie Eagle East Portal. Actions were taken to treat and remove the affected material.,False,,,,train_candidate
msha_006082,msha,no_injury_event,00,ACCIDENT ONLY,2026-03-10,2026,1103143,C,MILL OPERATION/PREPARATION PLANT,FIRE,"Accident type, without injuries",NO VALUE FOUND,NO VALUE FOUND,NO VALUE FOUND,NO VALUE FOUND,,0,NO VALUE FOUND,False,0,[],False,False,A hot spot occurred on the south side of the raw coal pile at the Prairie Eagle East Portal.,19,A hot spot occurred on the south side of the raw coal pile at the Prairie Eagle East Portal.,False,,,,train_candidate
msha_006089,msha,no_injury_event,00,ACCIDENT ONLY,2021-04-11,2021,1300194,M,MILL OPERATION/PREPARATION PLANT,FIRE,"Accident type, without injuries",NO VALUE FOUND,NO VALUE FOUND,NO VALUE FOUND,NO VALUE FOUND,,0,NO VALUE FOUND,False,0,[],False,False,Smoke from our electrical control house was reported to the Columbus Junction Fire Department at approximately 8:30 a.m. by a passing motorist. Cause of the fire was not determined by fire officials. The control house and all contents were destroyed.,40,Smoke from our electrical control house was reported to the Columbus Junction Fire Department at approximately 8:30 a.m. by a passing motorist. Cause of the fire was not determined by fire officials. The control house and all contents were destroyed.,False,,,,train_candidate
msha_006091,msha,no_injury_event,00,ACCIDENT ONLY,2024-08-04,2024,1302378,M,DREDGE,FIRE,"Accident type, without injuries",NO VALUE FOUND,NO VALUE FOUND,NO VALUE FOUND,NO VALUE FOUND,,0,NO VALUE FOUND,False,0,[],False,False,"The affected building is a 9-bay retail rental storage unit with 7 private renters. 2 of the bays are used by the operator- one as a wash bay and the 2nd one is primarily for storage of supplies unrelated to mining. It was Sunday, no mining activities were being conducted. The only EE on-site was in their office. No injuries. Report is being submitted to have citation terminated.",68,"The affected building is a 9-bay retail rental storage unit with 7 private renters. 2 of the bays are used by the operator- one as a wash bay and the 2nd one is primarily for storage of supplies unrelated to mining. It was Sunday, no mining activities were being conducted. The only EE on-site was in their office. No injuries. Report is being submitted to have citation terminated.",False,,,,train_candidate
msha_006106,msha,permanent_impairment,02,PERM TOT OR PERM PRTL DISABLTY,2025-11-05,2025,1800133,C,"STRIP, QUARY, OPEN PIT",HANDTOOLS (NONPOWERED),Struck by falling object,Machine maintenance,"METAL,NEC(PIPE,WIRE,NAIL)",AMPUTATION OR ENUCLEATION,FINGER(S)/THUMB,60,1,Hand tools (not powered),False,0,[],True,False,"Employee was helping mechanics install a hard bar on D11R. the mechanics had it strapped on each with nylon slings. Employee was given a wrench to hold pads in place, they elected to use their fingers not the wrench as they were putting the bar into place one of the straps tore. Causing employee to loose 3 fingers.",58,"Employee was helping mechanics install a hard bar on D11R. the mechanics had it strapped on each with nylon slings. Employee was given a wrench to hold pads in place, they elected to use their fingers not the wrench as they were putting the bar into place one of the straps tore. Causing employee to loose 3 fingers.",False,,,,train_candidate
msha_006116,msha,no_injury_event,00,ACCIDENT ONLY,2026-02-26,2026,2401950,C,SURFACE AT UNDERGROUND,FIRE,"Accident type, without injuries",NO VALUE FOUND,NO VALUE FOUND,NO VALUE FOUND,NO VALUE FOUND,,0,NO VALUE FOUND,False,0,[],False,False,"At approximately 3:00 a fire was reported off mine property, early morning on the 2/27/2026 the fire was on a remote section of the mine property, there was no lost of production, no damage to any buildings, no injury's. The fire was out on 3/1/2026.",45,"At approximately 3:00 a fire was reported off mine property, early morning on the 2/27/2026 the fire was on a remote section of the mine property, there was no lost of production, no damage to any buildings, no injury's. The fire was out on 3/1/2026.",False,,,,train_candidate
msha_006121,msha,no_injury_event,00,ACCIDENT ONLY,2023-12-30,2023,2602674,M,MILL OPERATION/PREPARATION PLANT,FIRE,"Accident type, without injuries",NO VALUE FOUND,NO VALUE FOUND,NO VALUE FOUND,NO VALUE FOUND,,0,"Milling machinery, Block press, Ballast machine",False,0,[],False,False,Operator was in the process of unplugging 604 sump when they saw flames coming from the roof of boiler #2. Fire stayed contained to the metal roof and did not damage the surrounding area.,34,Operator was in the process of unplugging 604 sump when they saw flames coming from the roof of boiler #2. Fire stayed contained to the metal roof and did not damage the surrounding area.,False,,,,train_candidate
msha_006122,msha,no_injury_event,00,ACCIDENT ONLY,2022-11-16,2022,2602711,M,SURFACE AT UNDERGROUND,HOISTING,"Accident type, without injuries",NO VALUE FOUND,NO VALUE FOUND,NO VALUE FOUND,NO VALUE FOUND,,0,"Elevator, Skip, Cage, Buckets, Mancage, Slope car ",False,0,[],False,False,"While dumping in the south scrolls the #2 skip became lodged. The hoist continued to move, attempting to lower the skip from the dump position and spooled out 365 feet of rope before the equipment was stopped.",37,"While dumping in the south scrolls the #2 skip became lodged. The hoist continued to move, attempting to lower the skip from the dump position and spooled out 365 feet of rope before the equipment was stopped.",False,,,,train_candidate
msha_006147,msha,fatal,01,FATALITY,2023-12-14,2023,4201452,M,"STRIP, QUARY, OPEN PIT",MACHINERY,Struck by falling object,"Walking, Running","FORKLIFTS,STACKERS,TRCTR",MULTIPLE INJURIES,"HEAD,NEC",,1,"Forklift, Plant cat, Telehandler, Hyster, Lift truck, Skid steer ",False,0,[],True,True,"Ee started the day and had worked at the shop located in lehi, utah for the majority of ee's whole shift. There were materials that needed to be taken to our crew to continue working. Ee drove to the worksite. While ee was there, ee was walking and while walking ee was struck by the forks of a peice of equipment that fell over, which resulted in ee's life ending.",70,"Ee started the day and had worked at the shop located in lehi, utah for the majority of ee's whole shift. There were materials that needed to be taken to our crew to continue working. Ee drove to the worksite. While ee was there, ee was walking and while walking ee was struck by the forks of a peice of equipment that fell over, which resulted in ee's life ending.",False,,,,train_candidate
msha_006151,msha,permanent_impairment,02,PERM TOT OR PERM PRTL DISABLTY,2025-11-11,2025,4500939,M,MILL OPERATION/PREPARATION PLANT,MACHINERY,"Caught in, under or between running or meshing objects",Machine maintenance,"MACHINE-MILL,CLEANING PLT",AMPUTATION OR ENUCLEATION,FINGER(S)/THUMB,,1,"Packaging machine, Bagger, Sewing machine, Palletizer",False,0,[],True,False,"2 employees were working on a palletizer, but only one of them had it locked out. When the locked out employee was done, they asked the other employee if they were clear, and heard ""yes"". The other employee was still working, and when the machine was started, their right hand was caught, amputating the index finger, and degloving the middle finger.",61,"2 employees were working on a palletizer, but only one of them had it locked out. When the locked out employee was done, they asked the other employee if they were clear, and heard ""yes"". The other employee was still working, and when the machine was started, their right hand was caught, amputating the index finger, and degloving the middle finger.",False,,,,train_candidate
msha_006157,msha,no_injury_event,00,ACCIDENT ONLY,2023-12-29,2023,4606188,C,MILL OPERATION/PREPARATION PLANT,FIRE,"Accident type, without injuries",NO VALUE FOUND,NO VALUE FOUND,NO VALUE FOUND,NO VALUE FOUND,,0,NO VALUE FOUND,False,0,[],False,False,A non-injury fire was discovered at the Rebuild Shop located near the Chess Processing Plant resulting in minor property damage. Local fire department was dispatched and put out fire.,29,A non-injury fire was discovered at the Rebuild Shop located near the Chess Processing Plant resulting in minor property damage. Local fire department was dispatched and put out fire.,False,,,,train_candidate
msha_006163,msha,no_injury_event,00,ACCIDENT ONLY,2021-11-24,2021,4800977,C,"STRIP, QUARY, OPEN PIT",FIRE,"Accident type, without injuries",NO VALUE FOUND,NO VALUE FOUND,NO VALUE FOUND,NO VALUE FOUND,,0,NO VALUE FOUND,False,0,[],False,False,A section of coal wall was found burning in an area of the pit that was not being mined. The fire started from spontaneous combustion and was spread by wind conditions. The fire could not be extinguished in 30 minutes due to the need to move equipment into the area to create access and attack the fire.,57,A section of coal wall was found burning in an area of the pit that was not being mined. The fire started from spontaneous combustion and was spread by wind conditions. The fire could not be extinguished in 30 minutes due to the need to move equipment into the area to create access and attack the fire.,False,,,,train_candidate
msha_006164,msha,no_injury_event,00,ACCIDENT ONLY,2020-11-09,2020,4800993,C,"STRIP, QUARY, OPEN PIT",FIRE,"Accident type, without injuries",NO VALUE FOUND,NO VALUE FOUND,NO VALUE FOUND,NO VALUE FOUND,,0,NO VALUE FOUND,False,0,[],False,False,"Spontaneous combustion of coal in SW pit, will take time to get equipment in area to push dirt and smother the fire.",22,"Spontaneous combustion of coal in SW pit, will take time to get equipment in area to push dirt and smother the fire.",False,,,,train_candidate
msha_006167,msha,no_injury_event,00,ACCIDENT ONLY,2019-11-21,2019,4801200,C,"STRIP, QUARY, OPEN PIT",FIRE,"Accident type, without injuries",NO VALUE FOUND,NO VALUE FOUND,NO VALUE FOUND,NO VALUE FOUND,,0,NO VALUE FOUND,False,0,[],False,False,A coal fire was started by high wind conditions and spontaneous combustion in the north high wall face. High wall is in an area that no active mining is going on at this time.,34,A coal fire was started by high wind conditions and spontaneous combustion in the north high wall face. High wall is in an area that no active mining is going on at this time.,False,,,,train_candidate
msha_006168,msha,no_injury_event,00,ACCIDENT ONLY,2024-05-10,2024,4801200,C,"STRIP, QUARY, OPEN PIT",FIRE,"Accident type, without injuries",NO VALUE FOUND,NO VALUE FOUND,NO VALUE FOUND,NO VALUE FOUND,,0,NO VALUE FOUND,False,0,[],False,False,We have a couple of smokers on our A seam and C Seams of coal. We are trying to get to them to put them out. Our pit is very muddy. We are going to bury them as soon as we get to them.,44,We have a couple of smokers on our A seam and C Seams of coal. We are trying to get to them to put them out. Our pit is very muddy. We are going to bury them as soon as we get to them.,False,,,,train_candidate
msha_006170,msha,no_injury_event,00,ACCIDENT ONLY,2021-02-28,2021,0100851,C,SURFACE AT UNDERGROUND,HOISTING,"Accident type, without injuries",NO VALUE FOUND,NO VALUE FOUND,NO VALUE FOUND,NO VALUE FOUND,,0,"Elevator, Skip, Cage, Buckets, Mancage, Slope car ",False,0,[],False,False,The SP Material Hoist was taken out of service for planned preventative maintenance. The hoist was tested and put back into service once maintenance was complete. MSHA was notified when the hoist was taken out of service and when it was placed back into service.,45,The SP Material Hoist was taken out of service for planned preventative maintenance. The hoist was tested and put back into service once maintenance was complete. MSHA was notified when the hoist was taken out of service and when it was placed back into service.,False,,,,train_candidate
msha_006171,msha,no_injury_event,00,ACCIDENT ONLY,2021-07-26,2021,0100851,C,SURFACE AT UNDERGROUND,HOISTING,"Accident type, without injuries",NO VALUE FOUND,NO VALUE FOUND,NO VALUE FOUND,NO VALUE FOUND,,0,"Elevator, Skip, Cage, Buckets, Mancage, Slope car ",False,0,[],False,False,"A spot was found in the SP Material Hoist rope by x-ray. The hoist was taken out of service, the rope shortened to remove the spot, tested, and placed back into service. MSHA was notified via the hotline, email to the FOS, and in person on site.",47,"A spot was found in the SP Material Hoist rope by x-ray. The hoist was taken out of service, the rope shortened to remove the spot, tested, and placed back into service. MSHA was notified via the hotline, email to the FOS, and in person on site.",False,,,,train_candidate
msha_006181,msha,no_injury_event,00,ACCIDENT ONLY,2022-12-13,2022,0504822,M,MILL OPERATION/PREPARATION PLANT,FIRE,"Accident type, without injuries",NO VALUE FOUND,NO VALUE FOUND,NO VALUE FOUND,NO VALUE FOUND,,0,NO VALUE FOUND,False,0,[],False,False,Built up shredded wood chips and tire chips that were left from previous work on rotary feeder (floor 5) caught fire. Damage consisted of electrical conduit and air regulators for the air line.,33,Built up shredded wood chips and tire chips that were left from previous work on rotary feeder (floor 5) caught fire. Damage consisted of electrical conduit and air regulators for the air line.,False,,,,train_candidate
msha_006184,msha,no_injury_event,00,ACCIDENT ONLY,2022-05-09,2022,0800931,M,"STRIP, QUARY, OPEN PIT",ELECTRICAL,"Accident type, without injuries",NO VALUE FOUND,NO VALUE FOUND,NO VALUE FOUND,NO VALUE FOUND,,0,NO VALUE FOUND,False,0,[],False,False,A balloon got caught on the overhead power lines on the south side of belt Y34 and the east side of the turnpike road creating an arc that caused vegetation to catch on fire,34,A balloon got caught on the overhead power lines on the south side of belt Y34 and the east side of the turnpike road creating an arc that caused vegetation to catch on fire,False,,,,train_candidate
msha_006192,msha,no_injury_event,00,ACCIDENT ONLY,2019-01-20,2019,1000082,M,SURFACE AT UNDERGROUND,HOISTING,"Accident type, without injuries",NO VALUE FOUND,NO VALUE FOUND,NO VALUE FOUND,NO VALUE FOUND,,0,"Elevator, Skip, Cage, Buckets, Mancage, Slope car ",False,0,[],False,False,Heavy wet snow caused tree limbs to fall and trip out power line coming to mine. No. 3 Hoist down from 10:30 PM January 20th to 12:45 AM January 21st.,30,Heavy wet snow caused tree limbs to fall and trip out power line coming to mine. No. 3 Hoist down from 10:30 PM January 20th to 12:45 AM January 21st.,False,,,,train_candidate
msha_006193,msha,no_injury_event,00,ACCIDENT ONLY,2019-03-31,2019,1000082,M,SURFACE AT UNDERGROUND,HOISTING,"Accident type, without injuries",NO VALUE FOUND,NO VALUE FOUND,NO VALUE FOUND,NO VALUE FOUND,,0,"Elevator, Skip, Cage, Buckets, Mancage, Slope car ",False,0,[],False,False,"No. 3 Hoist, pull muck off 5200 halfway up shaft hoist slowed down from 1700 to 500 FPM, computer gave pinion brake supply pressure fault. Found loose connection on pinion brake supply pressure transducer.",34,"No. 3 Hoist, pull muck off 5200 halfway up shaft hoist slowed down from 1700 to 500 FPM, computer gave pinion brake supply pressure fault. Found loose connection on pinion brake supply pressure transducer.",False,,,,train_candidate
msha_006194,msha,no_injury_event,00,ACCIDENT ONLY,2020-03-09,2020,1000082,M,SURFACE AT UNDERGROUND,HOISTING,"Accident type, without injuries",NO VALUE FOUND,NO VALUE FOUND,NO VALUE FOUND,NO VALUE FOUND,,0,"Elevator, Skip, Cage, Buckets, Mancage, Slope car ",False,0,[],False,False,"Coeur Hoist, when operating hoist, hoistman noticed had no dynamic braking. Basement electrical room the primary switch was found to be in the closed position. Crews were stood down during investigation.",31,"Coeur Hoist, when operating hoist, hoistman noticed had no dynamic braking. Basement electrical room the primary switch was found to be in the closed position. Crews were stood down during investigation.",False,,,,train_candidate
msha_006196,msha,no_injury_event,00,ACCIDENT ONLY,2023-09-24,2023,1000088,M,SURFACE AT UNDERGROUND,HOISTING,"Accident type, without injuries",NO VALUE FOUND,NO VALUE FOUND,NO VALUE FOUND,NO VALUE FOUND,,0,"Elevator, Skip, Cage, Buckets, Mancage, Slope car ",False,0,[],False,False,"It was determined that the YA1 converter breaker was defective and needed to be replaced. After consulting with ABB's drive specialists and changing out the breaker, the service hoist was tested multiple times without any erroneous YA1 faults and was deemed back in good operation.",45,"It was determined that the YA1 converter breaker was defective and needed to be replaced. After consulting with ABB's drive specialists and changing out the breaker, the service hoist was tested multiple times without any erroneous YA1 faults and was deemed back in good operation.",False,,,,train_candidate
msha_006197,msha,no_injury_event,00,ACCIDENT ONLY,2025-04-28,2025,1000088,M,SURFACE AT UNDERGROUND,HOISTING,"Accident type, without injuries",NO VALUE FOUND,NO VALUE FOUND,NO VALUE FOUND,NO VALUE FOUND,,0,"Elevator, Skip, Cage, Buckets, Mancage, Slope car ",False,0,[],False,False,The hoist tripped due to the gap on the right brake stand-2 upper caliper was detected on the hoist control system to be outside of tolerance at 2mm. The gap was checked and adjusted to 0mm at which time the hoist was reset and back operational. The Silver Shaft Hoist (primary) and 2 Shaft hoist (secondary) were operational throughout.,59,The hoist tripped due to the gap on the right brake stand-2 upper caliper was detected on the hoist control system to be outside of tolerance at 2mm. The gap was checked and adjusted to 0mm at which time the hoist was reset and back operational. The Silver Shaft Hoist (primary) and 2 Shaft hoist (secondary) were operational throughout.,False,,,,train_candidate
msha_006198,msha,no_injury_event,00,ACCIDENT ONLY,2021-07-13,2021,1002221,M,"STRIP, QUARY, OPEN PIT",ELECTRICAL,"Accident type, without injuries",NO VALUE FOUND,NO VALUE FOUND,NO VALUE FOUND,NO VALUE FOUND,,0,NO VALUE FOUND,False,0,[],False,False,"Lightning caused forest fire (Mud Lick Fire), Reported via MSHA hotline on 7/13/21 - fire had not advanced to mine site. US Forest Service issued evacuation order due to smoke and fire approaching mine permit boundary on 7/15/21. Follow-up MSHA Hotline Call provided on 7/15/21 due to Evac Order. No injuries, all site personnel safely evacuated.",56,"Lightning caused forest fire (Mud Lick Fire), Reported via MSHA hotline on 7/13/21 - fire had not advanced to mine site. US Forest Service issued evacuation order due to smoke and fire approaching mine permit boundary on 7/15/21. Follow-up MSHA Hotline Call provided on 7/15/21 due to Evac Order. No injuries, all site personnel safely evacuated.",False,,,,train_candidate
msha_006219,msha,no_injury_event,00,ACCIDENT ONLY,2022-09-23,2022,1600970,M,UNDERGROUND,FIRE,"Accident type, without injuries",NO VALUE FOUND,NO VALUE FOUND,NO VALUE FOUND,NO VALUE FOUND,,0,"Front-end loader, Tractor-shovel, Payloader, Highlift, Skip loader",False,0,[],False,False,Number 7-938 Loader caught fire while parked in E9 room on the 1400. The mine was evacuated safely and no injuries.,21,Number 7-938 Loader caught fire while parked in E9 room on the 1400. The mine was evacuated safely and no injuries.,False,,,,train_candidate
msha_006220,msha,no_injury_event,00,ACCIDENT ONLY,2020-12-08,2020,1601031,C,OFFICE WORKERS AT MINE SITE,FIRE,"Accident type, without injuries",NO VALUE FOUND,NO VALUE FOUND,NO VALUE FOUND,NO VALUE FOUND,,0,NO VALUE FOUND,False,0,[],False,False,"Per the Dolet Hills incident report, an employee of the Dolet Hills Safety Dept was notified of the fire at approximately 03:00a.m. MSHA was called at 03:13 a.m. Per their incident report, the fire was extinguished at 03:36 a.m. The truck which caught fire was operated by a trucking co.",50,"Per the Dolet Hills incident report, an employee of the Dolet Hills Safety Dept was notified of the fire at approximately 03:00a.m. MSHA was called at 03:13 a.m. Per their incident report, the fire was extinguished at 03:36 a.m. The truck which caught fire was operated by a trucking co.",False,,,,train_candidate
msha_006225,msha,no_injury_event,00,ACCIDENT ONLY,2021-12-17,2021,2401490,M,SURFACE AT UNDERGROUND,FIRE,"Accident type, without injuries",NO VALUE FOUND,NO VALUE FOUND,NO VALUE FOUND,NO VALUE FOUND,,0,NO VALUE FOUND,False,0,[],False,False,"It was reported to mine operations that one of the Westcon contractor job trailers was on fire. A call was placed to the MSHA hotline at 12:06 am to inform them of this incident. All Westcon contractor employees were off the mine site at time of incident, fire was extinguished by local fire departments and investigation began at daylight.",59,"It was reported to mine operations that one of the Westcon contractor job trailers was on fire. A call was placed to the MSHA hotline at 12:06 am to inform them of this incident. All Westcon contractor employees were off the mine site at time of incident, fire was extinguished by local fire departments and investigation began at daylight.",False,,,,train_candidate
msha_006226,msha,permanent_impairment,02,PERM TOT OR PERM PRTL DISABLTY,2023-10-16,2023,2600002,M,"STRIP, QUARY, OPEN PIT",POWERED HAULAGE,Struck against a moving object,"Utility truck, Water trucks","PASS CARS,PICKUP TRUCKS",HERNIA;RUPTURE,ABDOMEN/INTERNAL ORGANS,1,1,"Trucks, Service truck, Utility truck, Pickup, Water truck, Fuel truck",False,0,[],True,False,Was driving a water truck and hit a bump which jolted EE and caused a severe pain in the abdomen. Took to ER and was diagnosed with umbilical hernia and given one day off duty to rest.,37,Was driving a water truck and hit a bump which jolted EE and caused a severe pain in the abdomen. Took to ER and was diagnosed with umbilical hernia and given one day off duty to rest.,False,,,,train_candidate
msha_006228,msha,no_injury_event,00,ACCIDENT ONLY,2024-11-05,2024,2600680,M,MILL OPERATION/PREPARATION PLANT,FIRE,"Accident type, without injuries",NO VALUE FOUND,NO VALUE FOUND,NO VALUE FOUND,NO VALUE FOUND,,0,NO VALUE FOUND,False,0,[],False,False,"A burn pit was lit on Friday 11/1/2024 to burn pallets that are no longer usable. The fire was put out at the end of the day and fire watch was on the fire for 24 hours after the burn was over. On the following Monday more pallets were added, the next morning the new pallets caught fire from a left-over hot coal.",63,"A burn pit was lit on Friday 11/1/2024 to burn pallets that are no longer usable. The fire was put out at the end of the day and fire watch was on the fire for 24 hours after the burn was over. On the following Monday more pallets were added, the next morning the new pallets caught fire from a left-over hot coal.",False,,,,train_candidate
msha_006229,msha,no_injury_event,00,ACCIDENT ONLY,2025-07-26,2025,2601941,M,"STRIP, QUARY, OPEN PIT",MACHINERY,"Accident type, without injuries",NO VALUE FOUND,NO VALUE FOUND,NO VALUE FOUND,NO VALUE FOUND,,0,"Bulldozer, Dozer, Crawler tractor, Push cat",False,0,[],False,False,"Parked/unattended CAT D10 dozer was positioned on the coarse ore stockpile. The material beneath and around the dozer gave way, causing the machine to slide down into the coarse ore stockpile feeder area. At the time of the incident, no operator was in the cab, and no personnel were in the immediate vicinity of the sloughing event. No injuries reported.",60,"Parked/unattended CAT D10 dozer was positioned on the coarse ore stockpile. The material beneath and around the dozer gave way, causing the machine to slide down into the coarse ore stockpile feeder area. At the time of the incident, no operator was in the cab, and no personnel were in the immediate vicinity of the sloughing event. No injuries reported.",False,,,,train_candidate
msha_006239,msha,no_injury_event,00,ACCIDENT ONLY,2024-01-28,2024,3000663,M,SURFACE AT UNDERGROUND,HOISTING,"Accident type, without injuries",NO VALUE FOUND,NO VALUE FOUND,NO VALUE FOUND,NO VALUE FOUND,,0,"Elevator, Skip, Cage, Buckets, Mancage, Slope car ",False,0,[],False,False,'Dog' braking system cammed over and wedged in the dog boxes while performing test trips.,15,'Dog' braking system cammed over and wedged in the dog boxes while performing test trips.,False,,,,train_candidate
msha_006244,msha,no_injury_event,00,ACCIDENT ONLY,2019-05-13,2019,3304414,C,"STRIP, QUARY, OPEN PIT",FIRE,"Accident type, without injuries",NO VALUE FOUND,NO VALUE FOUND,NO VALUE FOUND,NO VALUE FOUND,,0,"Shovel, Power shovel, Backhoe, Trackhoe, Dragline - Big Muskie",False,0,[],False,False,"Operator was loading trucks and noticed that high idle quit working then am/fm radio quit then CB quit, when they looked back they saw smoke coming from the engine compartment and tried to shut the machine off. The wire going to the engine shut off had burnt into also so they could not shut it down. Operator got off the machine and walked away",64,"Operator was loading trucks and noticed that high idle quit working then am/fm radio quit then CB quit, when they looked back they saw smoke coming from the engine compartment and tried to shut the machine off. The wire going to the engine shut off had burnt into also so they could not shut it down. Operator got off the machine and walked away",False,,,,train_candidate
msha_006245,msha,fatal,01,FATALITY,2024-08-22,2024,3400050,M,"STRIP, QUARY, OPEN PIT",SLIP OR FALL OF PERSON,"Fall from scaffolds, walkways, platforms",Machine maintenance,GROUND,"UNCLASSIFIED,NOT DETERMED","HEAD, MULTIPLE PARTS",0,1,NO VALUE FOUND,False,0,[],True,True,"Employee fell through opening/hole in platform that had been removed, fell about 20 feet and received head trauma. Update: The employee passed away on 9/6/24.",25,"Employee fell through opening/hole in platform that had been removed, fell about 20 feet and received head trauma. Update: The employee passed away on 9/6/24.",False,,,,train_candidate
msha_006251,msha,no_injury_event,00,ACCIDENT ONLY,2025-06-20,2025,3608897,C,MILL OPERATION/PREPARATION PLANT,FIRE,"Accident type, without injuries",NO VALUE FOUND,NO VALUE FOUND,NO VALUE FOUND,NO VALUE FOUND,,0,NO VALUE FOUND,False,0,[],False,False,A fire occurred at the water treatment building near the ponds. The cause is unknown at this time. There were no injuries.,22,A fire occurred at the water treatment building near the ponds. The cause is unknown at this time. There were no injuries.,False,,,,train_candidate
msha_006258,msha,no_injury_event,00,ACCIDENT ONLY,2022-06-06,2022,4103164,C,"STRIP, QUARY, OPEN PIT",FIRE,"Accident type, without injuries",NO VALUE FOUND,NO VALUE FOUND,NO VALUE FOUND,NO VALUE FOUND,,0,NO VALUE FOUND,False,0,[],False,False,"The weather was hot and windy as employees were cutting and baling rolls of hay. No equipment was damaged, but 23.78 acres of grass & hay rolls were burned. We could not identify how the fire started. The fire had spread to two rolls of hay when the first employee noticed the fire. Several local fire departments helped put the fire out.",62,"The weather was hot and windy as employees were cutting and baling rolls of hay. No equipment was damaged, but 23.78 acres of grass & hay rolls were burned. We could not identify how the fire started. The fire had spread to two rolls of hay when the first employee noticed the fire. Several local fire departments helped put the fire out.",False,,,,train_candidate
msha_006259,msha,no_injury_event,00,ACCIDENT ONLY,2022-07-16,2022,4103164,C,"STRIP, QUARY, OPEN PIT",FIRE,"Accident type, without injuries",NO VALUE FOUND,NO VALUE FOUND,NO VALUE FOUND,NO VALUE FOUND,,0,NO VALUE FOUND,False,0,[],False,False,Area in mine is under a severe drought. XT0's Gail King compressor station was being routinely serviced which causes the flare stack to ignite. Oil and or debris is carried up the flare stack and ignited also. This burning debris lands on the dry grass and grass fire is started. The day was windy also.,55,Area in mine is under a severe drought. XT0's Gail King compressor station was being routinely serviced which causes the flare stack to ignite. Oil and or debris is carried up the flare stack and ignited also. This burning debris lands on the dry grass and grass fire is started. The day was windy also.,False,,,,train_candidate
msha_006267,msha,permanent_impairment,02,PERM TOT OR PERM PRTL DISABLTY,2022-08-29,2022,4407394,C,"STRIP, QUARY, OPEN PIT",HANDLING OF MATERIALS,"Caught in, under or between a moving and a stationary object",Handling supplies or material,"METAL,NEC(PIPE,WIRE,NAIL)",AMPUTATION OR ENUCLEATION,FINGER(S)/THUMB,0,1,NO VALUE FOUND,False,0,[],True,False,Foreman injured right ring finger while assisting a vendor unload 250 gallon tote of oil on 08/29/2022. Medical treatment given to injured meets criteria of 50.20.3. Foreman has metal cover on injured finger and flinger is currently bandaged and immobilized. The injured has made follow-up appointment with orthopedic surgeon.,49,Foreman injured right ring finger while assisting a vendor unload 250 gallon tote of oil on 08/29/2022. Medical treatment given to injured meets criteria of 50.20.3. Foreman has metal cover on injured finger and flinger is currently bandaged and immobilized. The injured has made follow-up appointment with orthopedic surgeon.,False,,,,train_candidate
